"","X","Hugo_Symbol","Entrez_Gene_Id","Entrez_Gene_ID_0","RefSeq_ID_0","Accession_0","Gene_symbol","SNP","CHR","BP","TCGAsymbolEQMETABRICsymbol","refseqID","MatchingIlluminaProbeId"
"194",208,"ACSL6",23305,23305,"NM_015256.2","NM_015256.2","ACSL6",23305,5,131317136,TRUE,"NM_015256","ILMN_1737418"
"195",209,"ACSM1",116285,116285,"NM_052956.1","NM_052956.1","ACSM1",116285,16,20542357,TRUE,"NM_052956","ILMN_1661434"
"196",210,"ACSM2A",123876,123876,"NM_001010845.2","NM_001010845.2","ACSM2B",123876,16,20406155,FALSE,"NM_001010845","ILMN_1809623"
"197",211,"ACSM2B",348158,348158,"NM_182617.2","NM_182617.2","ACSM2B",348158,16,20462057,TRUE,"NM_182617","ILMN_1746128"
"198",212,"ACSM3",6296,6296,"NM_005622.3","NM_005622.3","ACSM3",6296,16,20711114,TRUE,"NM_005622","ILMN_1771084"
"199",213,"ACSM4",341392,341392,"NM_001080454.1","NM_001080454.1","ACSM4",341392,12,7368432,TRUE,"NM_001080454","ILMN_1791923"
"200",214,"ACSM5",54988,54988,"XM_943246.1","XM_943246.1","ACSM5",54988,16,20338363,TRUE,"XM_943246","ILMN_2070792"
"201",215,"ACSS1",84532,84532,"NM_032501.2","NM_032501.2","ACSS1",84532,20,24935129,TRUE,"NM_032501","ILMN_1752269"
"202",216,"ACSS2",55902,55902,"NM_139274.1","NM_139274.1","ACSS2",55902,20,32926574,TRUE,"NM_139274","ILMN_1714197"
"203",217,"ACSS3",79611,79611,"NM_024560.2","NM_024560.2","ACSS3",79611,12,80173377,TRUE,"NM_024560","ILMN_1659885"
"204",218,"ACTA1",58,58,"NM_001100.3","NM_001100.3","ACTA1",58,1,227633778,TRUE,"NM_001100","ILMN_2125869"
"205",219,"ACTA2",59,59,"NM_001613.1","NM_001613.1","ACTA2",59,10,90684932,TRUE,"NM_001613","ILMN_1671703"
"206",220,"ACTBL2",345651,345651,"NM_001017992.1","NM_001017992.1","ACTBL2",345651,5,56811851,TRUE,"NM_001017992","ILMN_2139989"
"207",221,"ACTB",60,60,"NM_001101.2","NM_001101.2","ACTB",60,7,5533607,TRUE,"NM_001101","ILMN_2038777"
"208",222,"ACTC1",70,70,"NM_005159.4","NM_005159.4","ACTC1",70,15,32870644,TRUE,"NM_005159","ILMN_1829919"
"209",223,"ACTG1",71,71,"NM_001614.2","NM_001614.2","ACTG1",71,17,77094361,TRUE,"NM_001614","ILMN_2053178"
"210",224,"ACTG2",72,72,"NM_001615.3","NM_001615.3","ACTG2",72,2,74000236,TRUE,"NM_001615","ILMN_1795325"
"211",225,"ACTL6A",86,86,"NM_004301.3","NM_004301.3","ACTL6A",86,3,180781697,TRUE,"NM_004301","ILMN_1749297"
"212",226,"ACTL6B",51412,51412,"NM_016188.3","NM_016188.3","BAF53b",51412,7,100078780,FALSE,"NM_016188","ILMN_1657855"
"213",227,"ACTL7A",10881,10881,"NM_006687.2","NM_006687.2","ACTL7A",10881,9,110665569,TRUE,"NM_006687","ILMN_1717900"
"214",228,"ACTL7B",10880,10880,"NM_006686.2","NM_006686.2","ACTL7B",10880,9,110656997,TRUE,"NM_006686","ILMN_1796088"
"215",229,"ACTL8",81569,81569,"NM_030812.1","NM_030812.1","ACTL8",81569,1,18025846,TRUE,"NM_030812","ILMN_1704078"
"216",230,"ACTL9",284382,284382,"NM_178525.2","NM_178525.2","MGC33407",284382,19,8669083,FALSE,"NM_178525","ILMN_1656193"
"217",231,"ACTN1",87,87,"NM_001102.2","NM_001102.2","ACTN1",87,14,68411187,TRUE,"NM_001102","ILMN_2232177"
"218",232,"ACTN2",88,88,"NM_001103.1","NM_001103.1","ACTN2",88,1,234993659,TRUE,"NM_001103","ILMN_1654422"
"219",233,"ACTN3",89,89,"NM_001104.1","NM_001104.1","ACTN3",89,11,66087215,TRUE,"NM_001104","ILMN_1665691"
"220",234,"ACTN4",81,81,"NM_004924.3","NM_004924.3","ACTN4",81,19,43912455,TRUE,"NM_004924","ILMN_1725534"
"221",235,"ACTR10",55860,55860,"NM_018477.2","NM_018477.2","ACTR10",55860,14,57768720,TRUE,"NM_018477","ILMN_1798254"
"222",236,"ACTR1A",10121,10121,"NM_005736.2","NM_005736.2","ACTR1A",10121,10,104229025,TRUE,"NM_005736","ILMN_1792314"
"223",237,"ACTR1B",10120,10120,"NM_005735.2","NM_005735.2","ACTR1B",10120,2,97639113,TRUE,"NM_005735","ILMN_1695821"
"224",238,"ACTR2",10097,10097,"NM_001005386.1","NM_001005386.1","ACTR2",10097,2,65351231,TRUE,"NM_001005386","ILMN_2388605"
"225",239,"ACTR3B",57180,57180,"NM_001040135.1","NM_001040135.1","ACTR3B",57180,7,152087921,TRUE,"NM_001040135","ILMN_2260392"
"226",240,"ACTR3C",653857,653857,"XM_936040.1","XM_936040.1","ACTR3B",653857,7,149594907,FALSE,"XM_936040","ILMN_1745239"
"227",241,"ACTR3",10096,10096,"NM_005721.3","NM_005721.3","ACTR3",10096,2,114432187,TRUE,"NM_005721","ILMN_1657153"
"228",242,"ACTR5",79913,79913,"NM_024855.3","NM_024855.3","ACTR5",79913,20,36834076,TRUE,"NM_024855","ILMN_1652594"
"229",243,"ACTR6",64431,64431,"NM_022496.3","NM_022496.3","ACTR6",64431,12,99142163,TRUE,"NM_022496","ILMN_1697585"
"230",244,"ACTR8",93973,93973,"NM_022899.3","NM_022899.3","ACTR8",93973,3,53876546,TRUE,"NM_022899","ILMN_1689162"
"231",245,"ACTRT1",139741,139741,"NM_138289.2","NM_138289.2","ACTRT1",139741,23,127012964,TRUE,"NM_138289","ILMN_1815392"
"232",246,"ACTRT2",140625,140625,"NM_080431.3","NM_080431.3","ACTRT2",140625,1,2929117,TRUE,"NM_080431","ILMN_1776442"
"233",247,"ACVR1B",91,91,"NM_020327.2","NM_020327.2","ACVR1B",91,12,50672102,TRUE,"NM_020327","ILMN_2243308"
"234",248,"ACVR1C",130399,130399,"NM_145259.1","NM_145259.1","ACVR1C",130399,2,158097494,TRUE,"NM_145259","ILMN_1689217"
"235",249,"ACVR1",90,90,"NM_001105.2","NM_001105.2","ACVR1",90,2,158301423,TRUE,"NM_001105","ILMN_1760490"
"236",250,"ACVR2A",92,92,"NM_001616.3","NM_001616.3","ACVR2A",92,2,148404593,TRUE,"NM_001616","ILMN_2152711"
"237",251,"ACVR2B",93,93,"NM_001106.3","NM_001106.3","ACVR2B",93,3,38499034,TRUE,"NM_001106","ILMN_1668983"
"238",252,"ACVRL1",94,94,"NM_000020.1","NM_000020.1","ACVRL1",94,12,50600838,TRUE,"NM_000020","ILMN_1807493"
"239",253,"ACY1",95,95,"NM_000666.1","NM_000666.1","ACY1",95,3,51997644,TRUE,"NM_000666","ILMN_1683883"
"240",254,"ACY3",91703,91703,"NM_080658.1","NM_080658.1","ACY3",91703,11,67166765,TRUE,"NM_080658","ILMN_1670193"
"241",255,"ACYP1",97,97,"NM_001107.3","NM_001107.3","ACYP1",97,14,74600419,TRUE,"NM_001107","ILMN_1694233"
"242",256,"ACYP2",98,98,"NM_138448.3","NM_138448.3","ACYP2",98,2,54196266,TRUE,"NM_138448","ILMN_2158705"
"243",257,"ADAD1",132612,132612,"NM_139243.2","NM_139243.2","ADAD1",132612,4,123561904,TRUE,"NM_139243","ILMN_1745580"
"244",258,"ADAD2",161931,161931,"NM_139174.2","NM_139174.2","ADAD2",161931,16,82788233,TRUE,"NM_139174","ILMN_1745108"
"245",259,"ADAL",161823,161823,"NM_001012969.1","NM_001012969.1","ADAL",161823,15,41428523,TRUE,"NM_001012969","ILMN_1725043"
"246",260,"ADAM10",102,102,"NM_001110.2","NM_001110.2","ADAM10",102,15,56676238,TRUE,"NM_001110","ILMN_1718946"
"247",261,"ADAM11",4185,4185,"NM_002390.4","NM_002390.4","ADAM11",4185,17,40214532,TRUE,"NM_002390","ILMN_1711374"
"248",262,"ADAM12",8038,8038,"NM_021641.2","NM_021641.2","ADAM12",8038,10,127720027,TRUE,"NM_021641","ILMN_1705689"
"249",263,"ADAM15",8751,8751,"NM_207195.1","NM_207195.1","ADAM15",8751,1,153301831,TRUE,"NM_207195","ILMN_1756920"
"250",264,"ADAM17",6868,6868,"NM_003183.4","NM_003183.4","ADAM17",6868,2,9547953,TRUE,"NM_003183","ILMN_1765779"
"251",265,"ADAM18",8749,8749,"NM_014237.1","NM_014237.1","ADAM18",8749,8,39656870,TRUE,"NM_014237","ILMN_2201386"
"252",266,"ADAM19",8728,8728,"NM_033274.2","NM_033274.2","ADAM19",8728,5,156837129,TRUE,"NM_033274","ILMN_1713751"
"253",267,"ADAM20",8748,8748,"NM_003814.4","NM_003814.4","ADAM20",8748,14,70059250,TRUE,"NM_003814","ILMN_1737629"
"254",269,"ADAM21",8747,8747,"NM_003813.2","NM_003813.2","ADAM21",8747,14,69995989,TRUE,"NM_003813","ILMN_1812112"
"255",270,"ADAM22",53616,53616,"NM_021723.2","NM_021723.2","ADAM22",53616,7,87648837,TRUE,"NM_021723","ILMN_1675210"
"256",271,"ADAM23",8745,8745,"NM_003812.2","NM_003812.2","ADAM23",8745,2,207190624,TRUE,"NM_003812","ILMN_2060086"
"257",272,"ADAM28",10863,10863,"NM_021777.3","NM_021777.3","ADAM28",10863,8,24249066,TRUE,"NM_021777","ILMN_1664631"
"258",273,"ADAM29",11086,11086,"NM_014269.3","NM_014269.3","ADAM29",11086,4,176135653,TRUE,"NM_014269","ILMN_2194158"
"259",274,"ADAM2",2515,2515,"NM_001464.3","NM_001464.3","ADAM2",2515,8,39720499,TRUE,"NM_001464","ILMN_1662675"
"260",275,"ADAM30",11085,11085,"NM_021794.2","NM_021794.2","ADAM30",11085,1,120237927,TRUE,"NM_021794","ILMN_2100871"
"261",276,"ADAM32",203102,203102,"XM_940500.1","XM_940500.1","",203102,8,39261643,FALSE,"XM_940500","ILMN_1806841"
"262",277,"ADAM33",80332,80332,"NM_153202.1","NM_153202.1","ADAM33",80332,20,3596983,TRUE,"NM_153202","ILMN_1651657"
"263",278,"ADAM3A",1587,1587,"NR_001569.1","NR_001569.1","tMDC",1587,8,39450171,FALSE,"NR_001569","ILMN_1795204"
"264",279,"ADAM5",255926,255926,"XR_001286.1","XR_001286.1","",255926,8,39321183,FALSE,"XR_001286","ILMN_1685531"
"265",280,"ADAM6",8755,8755,"NR_002224.1","NR_002224.1","ADAM6",8755,14,105507437,TRUE,"NR_002224","ILMN_2143210"
"266",281,"ADAM7",8756,8756,"NM_003817.2","NM_003817.2","ADAM7",8756,8,24421996,TRUE,"NM_003817","ILMN_1750294"
"267",282,"ADAM8",101,101,"NM_001109.3","NM_001109.3","ADAM8",101,10,134926211,TRUE,"NM_001109","ILMN_1708348"
"268",283,"ADAM9",8754,8754,"NM_003816.2","NM_003816.2","ADAM9",8754,8,39018753,TRUE,"NM_003816","ILMN_1727524"
"269",284,"ADAMDEC1",27299,27299,"NM_014479.2","NM_014479.2","ADAMDEC1",27299,8,24319242,TRUE,"NM_014479","ILMN_2103107"
"270",285,"ADAMTS10",81794,81794,"NM_030957.2","NM_030957.2","ADAMTS10",81794,19,8551421,TRUE,"NM_030957","ILMN_1751168"
"271",286,"ADAMTS12",81792,81792,"NM_030955.2","NM_030955.2","ADAMTS12",81792,5,33570819,TRUE,"NM_030955","ILMN_1660970"
"272",287,"ADAMTS13",11093,11093,"NM_139025.2","NM_139025.2","ADAMTS13",11093,9,135310421,TRUE,"NM_139025","ILMN_2413732"
"273",288,"ADAMTS14",140766,140766,"NM_139155.2","NM_139155.2","ADAMTS14",140766,10,72192001,TRUE,"NM_139155","ILMN_1873412"
"274",289,"ADAMTS15",170689,170689,"NM_139055.1","NM_139055.1","ADAMTS15",170689,11,129848810,TRUE,"NM_139055","ILMN_1683781"
"275",290,"ADAMTS16",170690,170690,"NM_139056.1","NM_139056.1","ADAMTS16",170690,5,5356895,TRUE,"NM_139056","ILMN_1726247"
"276",291,"ADAMTS17",170691,170691,"NM_139057.2","NM_139057.2","ADAMTS17",170691,15,98333788,TRUE,"NM_139057","ILMN_1682989"
"277",292,"ADAMTS18",170692,170692,"NM_199355.2","NM_199355.2","ADAMTS18",170692,16,75886325,TRUE,"NM_199355","ILMN_1739872"
"278",293,"ADAMTS19",171019,171019,"NM_133638.2","NM_133638.2","ADAMTS19",171019,5,129102052,TRUE,"NM_133638","ILMN_1656171"
"279",294,"ADAMTS1",9510,9510,"NM_006988.3","NM_006988.3","ADAMTS1",9510,21,27130864,TRUE,"NM_006988","ILMN_1673566"
"280",295,"ADAMTS20",80070,80070,"NM_025003.3","NM_025003.3","ADAMTS20",80070,12,42034318,TRUE,"NM_025003","ILMN_1787908"
"281",296,"ADAMTS2",9509,9509,"NM_021599.1","NM_021599.1","ADAMTS2",9509,5,178513125,TRUE,"NM_021599","ILMN_1796628"
"282",297,"ADAMTS3",9508,9508,"NM_014243.1","NM_014243.1","ADAMTS3",9508,4,73365722,TRUE,"NM_014243","ILMN_1703803"
"283",298,"ADAMTS4",9507,9507,"NM_005099.3","NM_005099.3","ADAMTS4",9507,1,159426482,TRUE,"NM_005099","ILMN_2092933"
"284",299,"ADAMTS5",11096,11096,"NM_007038.2","NM_007038.2","ADAMTS5",11096,21,27212767,TRUE,"NM_007038","ILMN_1681886"
"285",300,"ADAMTS6",11174,11174,"NM_197941.2","NM_197941.2","ADAMTS6",11174,5,64480749,TRUE,"NM_197941","ILMN_1767362"
"286",301,"ADAMTS7",11173,11173,"NM_014272.2","NM_014272.2","ADAMTS7",11173,15,76841920,TRUE,"NM_014272","ILMN_2211790"
"287",302,"ADAMTS8",11095,11095,"NM_007037.3","NM_007037.3","ADAMTS8",11095,11,129780241,TRUE,"NM_007037","ILMN_1672403"
"288",303,"ADAMTS9",56999,56999,"NM_182920.1","NM_182920.1","ADAMTS9",56999,3,64476600,TRUE,"NM_182920","ILMN_1805543"
"289",304,"ADAMTSL1",92949,92949,"NM_139264.1","NM_139264.1","ADAMTSL1",92949,9,18671163,TRUE,"NM_139264","ILMN_1705250"
"290",305,"ADAMTSL2",9719,9719,"NM_014694.2","NM_014694.2","ADAMTSL2",9719,9,135430416,TRUE,"NM_014694","ILMN_1721495"
"291",306,"ADAMTSL3",57188,57188,"NM_207517.2","NM_207517.2","ADAMTSL3",57188,15,82499199,TRUE,"NM_207517","ILMN_1798690"
"292",307,"ADAMTSL4",54507,54507,"NM_025008.3","NM_025008.3","ADAMTSL4",54507,1,148797809,TRUE,"NM_025008","ILMN_1687035"
"293",308,"ADAMTSL5",339366,339366,"NM_213604.1","NM_213604.1","ADAMTSL5",339366,19,1456482,TRUE,"NM_213604","ILMN_1793040"
"294",309,"ADAP1",11033,11033,"NM_006869.1","NM_006869.1","ADAP1",11033,7,904095,TRUE,"NM_006869","ILMN_2047511"
"295",310,"ADAP2",55803,55803,"NM_018404.2","NM_018404.2","ADAP2",55803,17,26310238,TRUE,"NM_018404","ILMN_1763000"
"296",311,"ADARB1",104,104,"NM_001112.2","NM_001112.2","ADARB1",104,21,45469210,TRUE,"NM_001112","ILMN_1679797"
"297",312,"ADARB2",105,105,"NM_018702.1","NM_018702.1","ADARB2",105,10,1218243,TRUE,"NM_018702","ILMN_1749493"
"298",313,"ADAR",103,103,"NM_001111.3","NM_001111.3","ADAR",103,1,152821305,TRUE,"NM_001111","ILMN_1776777"
"299",314,"ADAT1",23536,23536,"NM_012091.2","NM_012091.2","ADAT1",23536,16,74190969,TRUE,"NM_012091","ILMN_1657139"
"300",315,"ADAT2",134637,134637,"NM_182503.1","NM_182503.1","ADAT2",134637,6,143789192,TRUE,"NM_182503","ILMN_1786688"
"301",316,"ADAT3",113179,113179,"NM_138422.1","NM_138422.1","SCAMP4",113179,19,1864229,FALSE,"NM_138422","ILMN_1806275"
"302",317,"ADA",100,100,"NM_000022.2","NM_000022.2","ADA",100,20,42682355,TRUE,"NM_000022","ILMN_1803686"
"303",318,"ADCK1",57143,57143,"NM_020421.2","NM_020421.2","ADCK1",57143,14,77469788,TRUE,"NM_020421","ILMN_1698777"
"304",319,"ADCK2",90956,90956,"NM_052853.3","NM_052853.3","ADCK2",90956,7,140041202,TRUE,"NM_052853","ILMN_1663132"
"305",320,"ADCK4",79934,79934,"NM_024876.2","NM_024876.2","ADCK4",79934,19,45889525,TRUE,"NM_024876","ILMN_1700349"
"306",321,"ADCK5",203054,203054,"NM_174922.3","NM_174922.3","ADCK5",203054,8,145588904,TRUE,"NM_174922","ILMN_1761309"
"307",322,"ADCY10",55811,55811,"NM_018417.2","NM_018417.2","ADCY10",55811,1,166046646,TRUE,"NM_018417","ILMN_1808797"
"308",323,"ADCY1",107,107,"NM_021116.1","NM_021116.1","ADCY1",107,7,45728757,TRUE,"NM_021116","ILMN_2120555"
"309",324,"ADCY2",108,108,"NM_020546.2","NM_020546.2","ADCY2",108,5,7882643,TRUE,"NM_020546","ILMN_1810691"
"310",325,"ADCY3",109,109,"NM_004036.3","NM_004036.3","ADCY3",109,2,24895625,TRUE,"NM_004036","ILMN_1676893"
"311",326,"ADCY4",196883,196883,"NM_139247.2","NM_139247.2","ADCY4",196883,14,23857572,TRUE,"NM_139247","ILMN_2148944"
"312",327,"ADCY5",111,111,"NM_183357.1","NM_183357.1","ADCY5",111,3,124486151,TRUE,"NM_183357","ILMN_1708588"
"313",328,"ADCY6",112,112,"NM_020983.2","NM_020983.2","ADCY6",112,12,47446720,TRUE,"NM_020983","ILMN_1685156"
"314",329,"ADCY7",113,113,"NM_001114.3","NM_001114.3","ADCY7",113,16,48908822,TRUE,"NM_001114","ILMN_1655935"
"315",330,"ADCY8",114,114,"NM_001115.1","NM_001115.1","ADCY8",114,8,131861956,TRUE,"NM_001115","ILMN_1754440"
"316",331,"ADCY9",115,115,"NM_001116.2","NM_001116.2","ADCY9",115,16,3953006,TRUE,"NM_001116","ILMN_1654287"
"317",332,"ADCYAP1R1",117,117,"NM_001118.3","NM_001118.3","ADCYAP1R1",117,7,31112803,TRUE,"NM_001118","ILMN_1711736"
"318",333,"ADCYAP1",116,116,"NM_001117.3","NM_001117.3","ADCYAP1",116,18,900752,TRUE,"NM_001117","ILMN_1763344"
"319",334,"AZIN2",113451,113451,"NM_052998.2","NM_052998.2","ADC",113451,1,33358510,FALSE,"NM_052998","ILMN_1659599"
"320",335,"ADD1",118,118,"NM_176801.1","NM_176801.1","ADD1",118,4,2901529,TRUE,"NM_176801","ILMN_2356786"
"321",336,"ADD2",119,119,"NM_017488.2","NM_017488.2","ADD2",119,2,70753919,TRUE,"NM_017488","ILMN_1694133"
"322",337,"ADD3",120,120,"NM_019903.3","NM_019903.3","ADD3",120,10,111755829,TRUE,"NM_019903","ILMN_1814526"
"323",338,"ADH1A",124,124,"NM_000667.2","NM_000667.2","ADH1A",124,4,100416771,TRUE,"NM_000667","ILMN_1764309"
"324",339,"ADH1B",125,125,"NM_000668.3","NM_000668.3","ADH1B",125,4,100446658,TRUE,"NM_000668","ILMN_1811598"
"325",340,"ADH1C",126,126,"NM_000669.3","NM_000669.3","ADH1C",126,4,100480778,TRUE,"NM_000669","ILMN_1740717"
"326",341,"ADH4",127,127,"NM_000670.3","NM_000670.3","ADH4",127,4,100264105,TRUE,"NM_000670","ILMN_1797912"
"327",342,"ADH5",128,128,"NM_000671.3","NM_000671.3","ADH5",128,4,100212226,TRUE,"NM_000671","ILMN_1738604"
"328",343,"ADH6",130,130,"NM_000672.2","NM_000672.2","ADH6",130,4,100347734,TRUE,"NM_000672","ILMN_1691175"
"329",344,"ADH7",131,131,"NM_000673.3","NM_000673.3","ADH7",131,4,100552572,TRUE,"NM_000673","ILMN_2223359"
"330",345,"ADHFE1",137872,137872,"NM_144650.2","NM_144650.2","ADHFE1",137872,8,67543378,TRUE,"NM_144650","ILMN_1702858"
"331",346,"ADI1",55256,55256,"NM_018269.1","NM_018269.1","ADI1",55256,2,3481354,TRUE,"NM_018269","ILMN_1813975"
"332",347,"ADIG",149685,149685,"NM_001018082.1","NM_001018082.1","ADIG",149685,20,36650192,TRUE,"NM_001018082","ILMN_1743331"
"333",348,"ADIPOQ",9370,9370,"NM_004797.2","NM_004797.2","ADIPOQ",9370,3,188058504,TRUE,"NM_004797","ILMN_1775045"
"334",349,"ADIPOR1",51094,51094,"NM_015999.2","NM_015999.2","ADIPOR1",51094,1,201177078,TRUE,"NM_015999","ILMN_2096322"
"335",350,"ADIPOR2",79602,79602,"NM_024551.2","NM_024551.2","ADIPOR2",79602,12,1767809,TRUE,"NM_024551","ILMN_2224833"
"336",351,"ADK",132,132,"NM_006721.2","NM_006721.2","ADK",132,10,75581062,TRUE,"NM_006721","ILMN_2358626"
"337",352,"ADM2",79924,79924,"NM_024866.4","NM_024866.4","ADM2",79924,22,49271635,TRUE,"NM_024866","ILMN_1702933"
"338",353,"ADM",133,133,"NM_001124.1","NM_001124.1","ADM",133,11,10285369,TRUE,"NM_001124","ILMN_1708934"
"339",354,"ADNP2",22850,22850,"NM_014913.2","NM_014913.2","ADNP2",22850,18,75998906,TRUE,"NM_014913","ILMN_2080751"
"340",355,"ADNP",23394,23394,"NM_015339.2","NM_015339.2","ADNP",23394,20,48978661,TRUE,"NM_015339","ILMN_1657993"
"341",356,"ADORA1",134,134,"NM_000674.2","NM_000674.2","ADORA1",134,1,201364140,TRUE,"NM_000674","ILMN_1747227"
"342",357,"ADORA2A",135,135,"NM_000675.3","NM_000675.3","ADORA2A",135,22,23167980,TRUE,"NM_000675","ILMN_1807372"
"343",358,"ADORA2B",136,136,"NM_000676.2","NM_000676.2","ADORA2B",136,17,15819497,TRUE,"NM_000676","ILMN_1703946"
"344",359,"ADORA3",140,140,"NM_000677.3","NM_000677.3","ADORA3",140,1,111844038,TRUE,"NM_000677","ILMN_1730710"
"345",360,"ADO",84890,84890,"NM_032804.5","NM_032804.5","ADO",84890,10,64238068,TRUE,"NM_032804","ILMN_1690352"
"346",361,"ADPGK",83440,83440,"NM_031284.3","NM_031284.3","ADPGK",83440,15,70831119,TRUE,"NM_031284","ILMN_1793959"
"347",362,"ADPRHL1",113622,113622,"NM_199162.1","NM_199162.1","ADPRHL1",113622,13,113124488,TRUE,"NM_199162","ILMN_1760335"
"348",363,"ADPRHL2",54936,54936,"NM_017825.1","NM_017825.1","ARH3",54936,1,36331850,FALSE,"NM_017825","ILMN_1811480"
"349",364,"ADPRH",141,141,"NM_001125.2","NM_001125.2","ADPRH",141,3,120791086,TRUE,"NM_001125","ILMN_1794512"
"350",365,"ADRA1A",148,148,"NM_033304.1","NM_033304.1","ADRA1A",148,8,26679454,TRUE,"NM_033304","ILMN_1669227"
"351",366,"ADRA1B",147,147,"NM_000679.3","NM_000679.3","ADRA1B",147,5,159332506,TRUE,"NM_000679","ILMN_1679754"
"352",367,"ADRA1D",146,146,"NM_000678.3","NM_000678.3","ADRA1D",146,20,4149865,TRUE,"NM_000678","ILMN_1716421"
"353",368,"ADRA2A",150,150,"NM_000681.2","NM_000681.2","ADRA2A",150,10,112830125,TRUE,"NM_000681","ILMN_1659371"
"354",369,"ADRA2B",151,151,"NM_000682.5","NM_000682.5","ADRA2B",151,2,96142610,TRUE,"NM_000682","ILMN_1677868"
"355",370,"ADRA2C",152,152,"XM_001128592.1","XM_001128592.1","",152,4,3742576,FALSE,"XM_001128592","ILMN_1733963"
"356",371,"ADRB1",153,153,"NM_000684.2","NM_000684.2","ADRB1",153,10,115795408,TRUE,"NM_000684","ILMN_1804255"
"357",372,"ADRB2",154,154,"NM_000024.4","NM_000024.4","ADRB2",154,5,148188267,TRUE,"NM_000024","ILMN_1695590"
"358",373,"ADRB3",155,155,"NM_000025.1","NM_000025.1","ADRB3",155,8,37939979,TRUE,"NM_000025","ILMN_1694007"
"359",374,"ADRBK1",156,156,"NM_001619.2","NM_001619.2","",156,11,66810820,FALSE,"NM_001619","ILMN_1673330"
"360",375,"ADRBK2",157,157,"NM_005160.3","NM_005160.3","ADRBK2",157,22,24449590,TRUE,"NM_005160","ILMN_1668900"
"361",376,"ADRM1",11047,11047,"NM_175573.1","NM_175573.1","ADRM1",11047,20,60316855,TRUE,"NM_175573","ILMN_1760143"
"362",377,"ADSL",158,158,"NM_000026.1","NM_000026.1","DQ896642",158,22,39090995,FALSE,"NM_000026","ILMN_1790757"
"363",378,"ADSSL1",122622,122622,"NM_199165.1","NM_199165.1","ADSSL1",122622,14,104267398,TRUE,"NM_199165","ILMN_1720235"
"364",379,"ADSS",159,159,"NM_001126.2","NM_001126.2","ADSS",159,1,242647617,TRUE,"NM_001126","ILMN_1778796"
"365",380,"AEBP1",165,165,"NM_001129.3","NM_001129.3","AEBP1",165,7,44120495,TRUE,"NM_001129","ILMN_1736178"
"366",381,"AEBP2",121536,121536,"NM_153207.3","NM_153207.3","AEBP2",121536,12,19564793,TRUE,"NM_153207","ILMN_1803376"
"367",382,"AEN",64782,64782,"NM_022767.2","NM_022767.2","AEN",64782,15,86976403,TRUE,"NM_022767","ILMN_1814282"
"368",383,"AES",166,166,"NM_198970.1","NM_198970.1","AES",166,19,3004706,TRUE,"NM_198970","ILMN_2333107"
"369",384,"AFAP1L1",134265,134265,"NM_152406.1","NM_152406.1","AFAP1L1",134265,5,148701192,TRUE,"NM_152406","ILMN_1694140"
"370",385,"AFAP1L2",84632,84632,"NM_001001936.1","NM_001001936.1","AFAP1L2",84632,10,116044825,TRUE,"NM_001001936","ILMN_2404917"
"371",386,"AFAP1",60312,60312,"NM_198595.2","NM_198595.2","AFAP1",60312,4,7811387,TRUE,"NM_198595","ILMN_1701998"
"372",387,"AKR7A2P1",246182,246182,"NR_002796.1","NR_002796.1","AFARP1",246182,1,113268635,FALSE,"NR_002796","ILMN_2084562"
"373",388,"AFF1",4299,4299,"NM_005935.1","NM_005935.1","AFF1",4299,4,88278867,TRUE,"NM_005935","ILMN_2129015"
"374",389,"AFF2",2334,2334,"NM_002025.2","NM_002025.2","AFF2",2334,23,147889823,TRUE,"NM_002025","ILMN_1725889"
"375",390,"AFF3",3899,3899,"NM_001025108.1","NM_001025108.1","AFF3",3899,2,99530300,TRUE,"NM_001025108","ILMN_1775235"
"376",391,"AFF4",27125,27125,"NM_014423.3","NM_014423.3","AFF4",27125,5,132239728,TRUE,"NM_014423","ILMN_1708502"
"377",392,"AFG3L1P",172,172,"NR_003228.1","NR_003228.1","AFG3L1",172,16,88594456,FALSE,"NR_003228","ILMN_1705447"
"378",393,"AFG3L2",10939,10939,"NM_006796.1","NM_006796.1","AFG3L2",10939,18,12319226,TRUE,"NM_006796","ILMN_2066124"
"379",394,"AFMID",125061,125061,"NM_001010982.1","NM_001010982.1","AFMID",125061,17,73715259,TRUE,"NM_001010982","ILMN_1707551"
"380",395,"AFM",173,173,"NM_001133.2","NM_001133.2","AFM",173,4,74587687,TRUE,"NM_001133","ILMN_1777797"
"381",396,"AFP",174,174,"NM_001134.1","NM_001134.1","AFP",174,4,74538454,TRUE,"NM_001134","ILMN_1782204"
"382",397,"AFTPH",54812,54812,"NM_017657.3","NM_017657.3","AFTPH",54812,2,64660165,TRUE,"NM_017657","ILMN_1767722"
"383",398,"C11ORF96",387763,387763,"XM_941665.2","XM_941665.2","",387763,11,43920464,FALSE,"XM_941665","ILMN_1677402"
"384",399,"AGAP11",119385,119385,"XM_370567.4","XM_370567.4","FAM25A",119385,10,88758740,FALSE,"XM_370567","ILMN_1667263"
"385",400,"AGAP1",116987,116987,"NM_014914.2","NM_014914.2","AGAP1",116987,2,236698331,TRUE,"NM_014914","ILMN_1800530"
"386",401,"AGAP2",116986,116986,"NM_014770.2","NM_014770.2","AGAP2",116986,12,56405637,TRUE,"NM_014770","ILMN_1735591"
